rank,player,avg,total_sg_t,total_sg_t2g,total_sg_p,measured_rounds,tournament
9,Wyndham Clark,1.879,7.514,3.394,4.120,4,Travelers Championship
9,Brian Harman,1.879,7.514,8.810,-1.296,4,Travelers Championship
9,Shane Lowry,1.879,7.514,7.167,.347,4,Travelers Championship
9,Cameron Young,1.879,7.514,7.520,-.006,4,Travelers Championship
13,Collin Morikawa,1.629,6.514,6.154,.360,4,Travelers Championship
13,Xander Schauffele,1.629,6.514,1.735,4.779,4,Travelers Championship
15,Tommy Fleetwood,1.379,5.514,5.985,-.471,4,Travelers Championship
16,Robert MacIntyre,1.129,4.514,1.364,3.150,4,Travelers Championship
16,Matthieu Pavon,1.129,4.514,.069,4.445,4,Travelers Championship
16,Patrick Rodgers,1.129,4.514,-2.072,6.586,4,Travelers Championship
16,Adam Svensson,1.129,4.514,3.252,1.262,4,Travelers Championship
20,Rickie Fowler,0.879,3.514,-2.629,6.143,4,Travelers Championship
20,Viktor Hovland,0.879,3.514,1.717,1.797,4,Travelers Championship
20,Seamus Power,0.879,3.514,3.020,.494,4,Travelers Championship
23,Christiaan Bezuidenhout,0.629,2.514,2.210,.304,4,Travelers Championship
23,Hideki Matsuyama,0.629,2.514,2.257,.257,4,Travelers Championship
23,Taylor Pendrith,0.629,2.514,-.366,2.880,4,Travelers Championship
23,Sepp Straka,0.629,2.514,2.621,-.107,4,Travelers Championship
27,Ludvig Åberg,0.379,1.514,8.669,-7.155,4,Travelers Championship
27,Corey Conners,0.379,1.514,3.705,-2.191,4,Travelers Championship
27,Austin Eckroat,0.379,1.514,6.499,-4.985,4,Travelers Championship
27,Adam Hadwin,0.379,1.514,.995,.519,4,Travelers Championship
31,Lee Hodges,0.129,0.514,2.307,-1.793,4,Travelers Championship
31,Stephan Jaeger,0.129,0.514,3.970,-3.456,4,Travelers Championship
31,Si Woo Kim,0.129,0.514,-2.144,2.658,4,Travelers Championship
31,Kurt Kitayama,0.129,0.514,-.805,1.319,4,Travelers Championship
31,Denny McCarthy,0.129,0.514,-.039,.553,4,Travelers Championship
36,Matt Fitzpatrick,-0.122,-0.486,-.978,.492,4,Travelers Championship
36,Mackenzie Hughes,-0.122,-0.486,-3.342,2.856,4,Travelers Championship
36,Brendon Todd,-0.122,-0.486,-2.833,2.347,4,Travelers Championship
39,Keegan Bradley,-0.372,-1.486,-4.230,2.744,4,Travelers Championship
39,Adam Scott,-0.372,-1.486,-4.941,3.455,4,Travelers Championship
39,Michael Thorbjornsen,-0.372,-1.486,-3.079,1.593,4,Travelers Championship
42,Nick Taylor,-0.622,-2.486,2.441,-4.927,4,Travelers Championship
42,Will Zalatoris,-0.622,-2.486,.732,-3.218,4,Travelers Championship
44,Jason Day,-0.872,-3.486,-3.637,.151,4,Travelers Championship
44,Lucas Glover,-0.872,-3.486,.488,-3.974,4,Travelers Championship
44,Victor Perez,-0.872,-3.486,-2.018,-1.468,4,Travelers Championship
44,Andrew Putnam,-0.872,-3.486,-7.320,3.834,4,Travelers Championship
48,Eric Cole,-1.122,-4.486,-7.699,3.213,4,Travelers Championship
48,Cam Davis,-1.122,-4.486,-3.279,-1.207,4,Travelers Championship
48,Russell Henley,-1.122,-4.486,2.229,-6.715,4,Travelers Championship
48,Jake Knapp,-1.122,-4.486,-1.748,-2.738,4,Travelers Championship
48,Davis Riley,-1.122,-4.486,-4.026,-.460,4,Travelers Championship
48,Webb Simpson,-1.122,-4.486,-4.713,.227,4,Travelers Championship
48,Sahith Theegala,-1.122,-4.486,-1.206,-3.280,4,Travelers Championship
55,Sam Burns,-1.372,-5.486,-4.817,-.669,4,Travelers Championship
55,Thomas Detry,-1.372,-5.486,-4.639,-.847,4,Travelers Championship
55,Emiliano Grillo,-1.372,-5.486,-3.742,-1.744,4,Travelers Championship
55,Billy Horschel,-1.372,-5.486,-4.308,-1.178,4,Travelers Championship
55,J.T. Poston,-1.372,-5.486,-5.594,.108,4,Travelers Championship
55,Adam Schenk,-1.372,-5.486,-4.205,-1.281,4,Travelers Championship
61,Chris Gotterup,-1.622,-6.486,-3.987,-2.499,4,Travelers Championship
61,Max Homa,-1.622,-6.486,-4.533,-1.953,4,Travelers Championship
63,Harris English,-1.872,-7.486,-3.901,-3.585,4,Travelers Championship
63,Chris Kirk,-1.872,-7.486,-3.135,-4.351,4,Travelers Championship
63,Jordan Spieth,-1.872,-7.486,-8.169,.683,4,Travelers Championship
66,Nick Dunlap,-2.122,-8.486,-1.366,-7.120,4,Travelers Championship
67,Ben Griffin,-2.372,-9.486,-2.820,-6.666,4,Travelers Championship
68,Taylor Moore,-2.622,-10.486,-8.333,-2.153,4,Travelers Championship
68,Justin Rose,-2.622,-10.486,-9.955,-.531,4,Travelers Championship
70,Peter Malnati,-3.122,-12.486,-11.429,-1.057,4,Travelers Championship
1,Bryson DeChambeau,4.285,17.140,12.443,4.697,4,U.S. Open
2,Rory McIlroy,4.035,16.140,13.600,2.540,4,U.S. Open
3,Patrick Cantlay,3.785,15.140,10.170,4.970,4,U.S. Open
3,Tony Finau,3.785,15.140,13.427,1.713,4,U.S. Open
5,Matthieu Pavon,3.535,14.140,7.164,6.976,4,U.S. Open
6,Hideki Matsuyama,3.285,13.140,10.129,3.011,4,U.S. Open
7,Russell Henley,3.035,12.140,2.430,9.710,4,U.S. Open
7,Xander Schauffele,3.035,12.140,11.428,.712,4,U.S. Open
9,Sam Burns,2.785,11.140,3.503,7.637,4,U.S. Open
9,Corey Conners,2.785,11.140,7.695,3.445,4,U.S. Open
9,Davis Thompson,2.785,11.140,8.878,2.262,4,U.S. Open
12,Ludvig Åberg,2.535,10.140,5.601,4.539,4,U.S. Open
12,Sergio Garcia,2.535,10.140,11.510,-1.370,4,U.S. Open
14,Thomas Detry,2.285,9.140,1.865,7.275,4,U.S. Open
14,Collin Morikawa,2.285,9.140,5.029,4.111,4,U.S. Open
16,Akshay Bhatia,2.035,8.140,6.043,2.097,4,U.S. Open
16,Tommy Fleetwood,2.035,8.140,4.682,3.458,4,U.S. Open
16,Taylor Pendrith,2.035,8.140,3.847,4.293,4,U.S. Open
19,Shane Lowry,1.785,7.140,1.860,5.280,4,U.S. Open
19,Aaron Rai,1.785,7.140,4.312,2.828,4,U.S. Open
21,Daniel Berger,1.535,6.140,10.679,-4.539,4,U.S. Open
21,Max Greyserman,1.535,6.140,.839,5.301,4,U.S. Open
21,Brian Harman,1.535,6.140,1.062,5.078,4,U.S. Open
21,Stephan Jaeger,1.535,6.140,8.147,-2.007,4,U.S. Open
21,Min Woo Lee,1.535,6.140,3.884,2.256,4,U.S. Open
26,Zac Blair,1.285,5.140,2.401,2.739,4,U.S. Open
26,Tyrrell Hatton,1.285,5.140,8.976,-3.836,4,U.S. Open
26,Tom Kim,1.285,5.140,4.730,.410,4,U.S. Open
26,Chris Kirk,1.285,5.140,-1.516,6.656,4,U.S. Open
26,Brooks Koepka,1.285,5.140,8.865,-3.725,4,U.S. Open
26,Neal Shipley,1.285,5.140,2.871,2.269,4,U.S. Open
32,Christiaan Bezuidenhout,1.035,4.140,1.813,2.327,4,U.S. Open
32,Keegan Bradley,1.035,4.140,2.295,1.845,4,U.S. Open
32,Si Woo Kim,1.035,4.140,2.889,1.251,4,U.S. Open
32,Denny McCarthy,1.035,4.140,2.054,2.086,4,U.S. Open
32,J.T. Poston,1.035,4.140,4.488,-.348,4,U.S. Open
32,Isaiah Salinda,1.035,4.140,4.370,-.230,4,U.S. Open
32,Adam Scott,1.035,4.140,6.253,-2.113,4,U.S. Open
32,Cameron Smith,1.035,4.140,2.848,1.292,4,U.S. Open
32,Sahith Theegala,1.035,4.140,4.127,.013,4,U.S. Open
41,Frankie Capan III,0.785,3.140,-.859,3.999,4,U.S. Open
41,Luke Clanton,0.785,3.140,1.417,1.723,4,U.S. Open
41,Harris English,0.785,3.140,-4.909,8.049,4,U.S. Open
41,Emiliano Grillo,0.785,3.140,1.958,1.182,4,U.S. Open
41,Billy Horschel,0.785,3.140,.116,3.024,4,U.S. Open
41,Tom McKibbin,0.785,3.140,1.109,2.031,4,U.S. Open
41,Scottie Scheffler,0.785,3.140,9.172,-6.032,4,U.S. Open
41,Jordan Spieth,0.785,3.140,9.768,-6.628,4,U.S. Open
41,Tim Widing,0.785,3.140,.063,3.077,4,U.S. Open
50,Nicolai Højgaard,0.535,2.140,2.531,-.391,4,U.S. Open
50,Mark Hubbard,0.535,2.140,.296,1.844,4,U.S. Open
50,Matt Kuchar,0.535,2.140,-1.380,3.520,4,U.S. Open
50,Justin Lower,0.535,2.140,-.986,3.126,4,U.S. Open
54,Nico Echavarria,0.285,1.140,.850,.290,4,U.S. Open
55,David Puig,0.035,0.140,2.364,-2.224,4,U.S. Open
56,Brian Campbell,-0.215,-0.860,-2.511,1.651,4,U.S. Open
56,Wyndham Clark,-0.215,-0.860,.374,-1.234,4,U.S. Open
56,Ryan Fox,-0.215,-0.860,-5.593,4.733,4,U.S. Open
56,S.H. Kim,-0.215,-0.860,-1.055,.195,4,U.S. Open
56,Ben Kohles,-0.215,-0.860,-2.577,1.717,4,U.S. Open
56,Greyson Sigg,-0.215,-0.860,-1.390,.530,4,U.S. Open
56,Sepp Straka,-0.215,-0.860,.219,-1.079,4,U.S. Open
56,Adam Svensson,-0.215,-0.860,5.351,-6.211,4,U.S. Open
64,Matt Fitzpatrick,-0.465,-1.860,.078,-1.938,4,U.S. Open
64,Martin Kaymer,-0.465,-1.860,1.012,-2.872,4,U.S. Open
64,Francesco Molinari,-0.465,-1.860,-5.356,3.496,4,U.S. Open
67,Brendon Todd,-0.715,-2.860,.547,-3.407,4,U.S. Open
67,Cameron Young,-0.715,-2.860,3.268,-6.128,4,U.S. Open
69,Dean Burmester,-0.965,-3.860,-2.838,-1.022,4,U.S. Open
70,Gunnar Broin,-1.215,-4.860,-6.256,1.396,4,U.S. Open
70,Brandon Wu,-1.215,-4.860,-1.491,-3.369,4,U.S. Open
72,Sam Bennett,-1.465,-5.860,-1.113,-4.747,4,U.S. Open
73,Jackson Suber,-1.715,-6.860,-4.373,-2.487,4,U.S. Open
74,Austin Eckroat,-2.215,-8.860,-2.144,-6.716,4,U.S. Open
1,Scottie Scheffler,3.585,14.339,12.813,1.527,4,the Memorial Tournament presented by Workday
2,Collin Morikawa,3.335,13.339,9.679,3.661,4,the Memorial Tournament presented by Workday
3,Adam Hadwin,2.585,10.339,10.803,-.463,4,the Memorial Tournament presented by Workday
4,Christiaan Bezuidenhout,2.335,9.339,6.844,2.496,4,the Memorial Tournament presented by Workday
5,Ludvig Åberg,2.085,8.339,5.513,2.827,4,the Memorial Tournament presented by Workday
5,Matt Fitzpatrick,2.085,8.339,3.021,5.319,4,the Memorial Tournament presented by Workday
5,Sepp Straka,2.085,8.339,6.108,2.232,4,the Memorial Tournament presented by Workday
8,Tony Finau,1.835,7.339,5.630,1.710,4,the Memorial Tournament presented by Workday
8,Sungjae Im,1.835,7.339,2.643,4.697,4,the Memorial Tournament presented by Workday
8,Hideki Matsuyama,1.835,7.339,6.179,1.161,4,the Memorial Tournament presented by Workday
8,Xander Schauffele,1.835,7.339,-.674,8.014,4,the Memorial Tournament presented by Workday
12,Nick Dunlap,1.585,6.339,.371,5.969,4,the Memorial Tournament presented by Workday
12,Victor Perez,1.585,6.339,5.893,.447,4,the Memorial Tournament presented by Workday
12,Sahith Theegala,1.585,6.339,8.957,-2.617,4,the Memorial Tournament presented by Workday
15,Sam Burns,1.085,4.339,3.243,1.097,4,the Memorial Tournament presented by Workday
15,Billy Horschel,1.085,4.339,-.354,4.694,4,the Memorial Tournament presented by Workday
15,Viktor Hovland,1.085,4.339,5.220,-.880,4,the Memorial Tournament presented by Workday
15,Si Woo Kim,1.085,4.339,5.932,-1.592,4,the Memorial Tournament presented by Workday
15,Rory McIlroy,1.085,4.339,3.141,1.199,4,the Memorial Tournament presented by Workday
20,Corey Conners,0.835,3.339,7.193,-3.853,4,the Memorial Tournament presented by Workday
20,Tommy Fleetwood,0.835,3.339,.935,2.405,4,the Memorial Tournament presented by Workday
22,Byeong Hun An,0.585,2.339,3.204,-.864,4,the Memorial Tournament presented by Workday
22,Akshay Bhatia,0.585,2.339,3.098,-.758,4,the Memorial Tournament presented by Workday
22,Max Homa,0.585,2.339,2.818,-.478,4,the Memorial Tournament presented by Workday
22,Alex Noren,0.585,2.339,-1.661,4.001,4,the Memorial Tournament presented by Workday
22,J.T. Poston,0.585,2.339,-2.957,5.297,4,the Memorial Tournament presented by Workday
27,Emiliano Grillo,0.335,1.339,2.164,-.824,4,the Memorial Tournament presented by Workday
27,Russell Henley,0.335,1.339,-.861,2.201,4,the Memorial Tournament presented by Workday
27,Seamus Power,0.335,1.339,-2.185,3.525,4,the Memorial Tournament presented by Workday
27,Adam Svensson,0.335,1.339,2.603,-1.263,4,the Memorial Tournament presented by Workday
27,Nick Taylor,0.335,1.339,3.053,-1.713,4,the Memorial Tournament presented by Workday
27,Davis Thompson,0.335,1.339,1.725,-.385,4,the Memorial Tournament presented by Workday
33,Jason Day,0.085,0.339,-5.472,5.812,4,the Memorial Tournament presented by Workday
33,Brian Harman,0.085,0.339,2.658,-2.318,4,the Memorial Tournament presented by Workday
33,Matt Kuchar,0.085,0.339,.064,.276,4,the Memorial Tournament presented by Workday
33,Peter Malnati,0.085,0.339,-1.172,1.512,4,the Memorial Tournament presented by Workday
33,Taylor Pendrith,0.085,0.339,-2.787,3.127,4,the Memorial Tournament presented by Workday
33,Justin Thomas,0.085,0.339,3.859,-3.519,4,the Memorial Tournament presented by Workday
39,Austin Eckroat,-0.165,-0.661,3.903,-4.563,4,the Memorial Tournament presented by Workday
39,Denny McCarthy,-0.165,-0.661,-7.335,6.675,4,the Memorial Tournament presented by Workday
41,Thomas Detry,-0.415,-1.661,-4.316,2.656,4,the Memorial Tournament presented by Workday
41,Will Zalatoris,-0.415,-1.661,-1.215,-.445,4,the Memorial Tournament presented by Workday
43,Keegan Bradley,-0.665,-2.661,-6.838,4.178,4,the Memorial Tournament presented by Workday
43,Tom Kim,-0.665,-2.661,2.401,-5.061,4,the Memorial Tournament presented by Workday
45,Eric Cole,-0.915,-3.661,-4.238,.578,4,the Memorial Tournament presented by Workday
45,Lee Hodges,-0.915,-3.661,-4.455,.795,4,the Memorial Tournament presented by Workday
45,Tom Hoge,-0.915,-3.661,-2.337,-1.323,4,the Memorial Tournament presented by Workday
45,Andrew Putnam,-0.915,-3.661,-6.505,2.845,4,the Memorial Tournament presented by Workday
49,Shane Lowry,-1.415,-5.661,-2.966,-2.694,4,the Memorial Tournament presented by Workday
50,Cam Davis,-1.665,-6.661,.160,-6.820,4,the Memorial Tournament presented by Workday
50,Cameron Young,-1.665,-6.661,-2.849,-3.811,4,the Memorial Tournament presented by Workday
52,Jackson Koivun,-2.915,-11.661,-6.950,-4.710,4,the Memorial Tournament presented by Workday
1,Robert MacIntyre,3.969,15.875,4.683,11.193,4,RBC Canadian Open
2,Ben Griffin,3.719,14.875,9.690,5.186,4,RBC Canadian Open
3,Victor Perez,3.469,13.875,4.567,9.309,4,RBC Canadian Open
4,Tom Kim,3.219,12.875,9.909,2.967,4,RBC Canadian Open
4,Rory McIlroy,3.219,12.875,7.049,5.827,4,RBC Canadian Open
6,Corey Conners,2.969,11.875,4.954,6.922,4,RBC Canadian Open
7,Ryan Fox,2.469,9.875,3.687,6.189,4,RBC Canadian Open
7,Mackenzie Hughes,2.469,9.875,2.109,7.767,4,RBC Canadian Open
7,Maverick McNealy,2.469,9.875,5.820,4.056,4,RBC Canadian Open
10,Sam Burns,2.219,8.875,8.479,.397,4,RBC Canadian Open
10,Joel Dahmen,2.219,8.875,4.515,4.361,4,RBC Canadian Open
10,Keith Mitchell,2.219,8.875,7.702,1.174,4,RBC Canadian Open
10,Chandler Phillips,2.219,8.875,3.818,5.058,4,RBC Canadian Open
14,Jacob Bridgeman,1.969,7.875,3.987,3.889,4,RBC Canadian Open
14,Beau Hossler,1.969,7.875,2.214,5.662,4,RBC Canadian Open
14,Michael Kim,1.969,7.875,7.899,-.023,4,RBC Canadian Open
14,Andrew Novak,1.969,7.875,6.662,1.214,4,RBC Canadian Open
14,Aaron Rai,1.969,7.875,10.957,-3.081,4,RBC Canadian Open
14,Sam Stevens,1.969,7.875,8.519,-.643,4,RBC Canadian Open
14,Carson Young,1.969,7.875,5.739,2.137,4,RBC Canadian Open
21,Tommy Fleetwood,1.719,6.875,5.132,1.744,4,RBC Canadian Open
21,Taylor Pendrith,1.719,6.875,.992,5.884,4,RBC Canadian Open
21,David Skinns,1.719,6.875,8.981,-2.105,4,RBC Canadian Open
24,Zac Blair,1.469,5.875,-.058,5.934,4,RBC Canadian Open
24,Tyler Duncan,1.469,5.875,3.500,2.376,4,RBC Canadian Open
24,Chad Ramey,1.469,5.875,.936,4.940,4,RBC Canadian Open
27,Stewart Cink,1.219,4.875,2.942,1.934,4,RBC Canadian Open
27,Trace Crowe,1.219,4.875,2.727,2.149,4,RBC Canadian Open
27,Sean O'Hair,1.219,4.875,-2.831,7.707,4,RBC Canadian Open
27,Thorbjørn Olesen,1.219,4.875,.494,4.382,4,RBC Canadian Open
27,Jhonattan Vegas,1.219,4.875,.746,4.130,4,RBC Canadian Open
27,Matt Wallace,1.219,4.875,6.134,-1.258,4,RBC Canadian Open
33,Shane Lowry,0.969,3.875,3.606,.270,4,RBC Canadian Open
33,Vince Whaley,0.969,3.875,-.229,4.105,4,RBC Canadian Open
35,Pierceson Coody,0.719,2.875,-4.227,7.103,4,RBC Canadian Open
35,Ryo Hisatsune,0.719,2.875,6.658,-3.782,4,RBC Canadian Open
35,Nicolai Højgaard,0.719,2.875,-3.196,6.072,4,RBC Canadian Open
35,Ryan Palmer,0.719,2.875,1.716,1.160,4,RBC Canadian Open
35,C.T. Pan,0.719,2.875,4.442,-1.566,4,RBC Canadian Open
35,Ben Silverman,0.719,2.875,-1.589,4.465,4,RBC Canadian Open
35,Sami Valimaki,0.719,2.875,.412,2.464,4,RBC Canadian Open
42,Harry Hall,0.469,1.875,-1.519,3.395,4,RBC Canadian Open
42,Nick Hardy,0.469,1.875,.631,1.245,4,RBC Canadian Open
42,Garrick Higgo,0.469,1.875,.632,1.244,4,RBC Canadian Open
42,Mark Hubbard,0.469,1.875,1.759,.117,4,RBC Canadian Open
42,Kelly Kraft,0.469,1.875,-.695,2.571,4,RBC Canadian Open
42,Nate Lashley,0.469,1.875,-2.272,4.148,4,RBC Canadian Open
42,Adam Scott,0.469,1.875,3.075,-1.199,4,RBC Canadian Open
42,Erik van Rooyen,0.469,1.875,3.222,-1.346,4,RBC Canadian Open
42,Kevin Yu,0.469,1.875,8.702,-6.826,4,RBC Canadian Open
51,Joseph Bramlett,0.219,0.875,1.943,-1.067,4,RBC Canadian Open
51,Adrien Dumont de Chassart,0.219,0.875,.961,-.085,4,RBC Canadian Open
51,Lanto Griffin,0.219,0.875,1.490,-.614,4,RBC Canadian Open
51,Chesson Hadley,0.219,0.875,.811,.065,4,RBC Canadian Open
51,Adam Svensson,0.219,0.875,3.944,-3.068,4,RBC Canadian Open
51,Gary Woodland,0.219,0.875,-1.464,2.340,4,RBC Canadian Open
57,Myles Creighton,-0.031,-0.125,-2.834,2.710,4,RBC Canadian Open
57,Mac Meissner,-0.031,-0.125,3.347,-3.471,4,RBC Canadian Open
57,Kevin Streelman,-0.031,-0.125,1.166,-1.290,4,RBC Canadian Open
60,Akshay Bhatia,-0.281,-1.125,-2.177,1.053,4,RBC Canadian Open
60,Ryan Moore,-0.281,-1.125,2.315,-3.439,4,RBC Canadian Open
62,Wil Bateman,-0.531,-2.125,-3.154,1.030,4,RBC Canadian Open
62,Jorge Campillo,-0.531,-2.125,2.794,-4.918,4,RBC Canadian Open
62,Brandon Wu,-0.531,-2.125,-1.774,-.350,4,RBC Canadian Open
65,Erik Barnes,-0.781,-3.125,-2.398,-.726,4,RBC Canadian Open
65,Vincent Norrman,-0.781,-3.125,-1.742,-1.382,4,RBC Canadian Open
65,Chez Reavie,-0.781,-3.125,1.468,-4.592,4,RBC Canadian Open
68,Kevin Tway,-1.281,-5.125,-3.411,-1.713,4,RBC Canadian Open
69,David Hearn,-2.031,-8.125,-15.109,6.985,4,RBC Canadian Open
1,Davis Riley,4.334,17.337,11.423,5.914,4,Charles Schwab Challenge
2,Keegan Bradley,3.084,12.337,7.725,4.612,4,Charles Schwab Challenge
2,Scottie Scheffler,3.084,12.337,8.854,3.483,4,Charles Schwab Challenge
4,Collin Morikawa,2.834,11.337,9.987,1.350,4,Charles Schwab Challenge
5,Hayden Buckley,2.084,8.337,2.184,6.153,4,Charles Schwab Challenge
5,Pierceson Coody,2.084,8.337,6.339,1.998,4,Charles Schwab Challenge
5,Mac Meissner,2.084,8.337,7.510,.827,4,Charles Schwab Challenge
5,Sepp Straka,2.084,8.337,8.380,-.043,4,Charles Schwab Challenge
9,Sungjae Im,1.834,7.337,4.903,2.434,4,Charles Schwab Challenge
9,David Lipsky,1.834,7.337,9.236,-1.899,4,Charles Schwab Challenge
9,Robby Shelton,1.834,7.337,6.487,.850,4,Charles Schwab Challenge
12,Lucas Glover,1.584,6.337,-.511,6.848,4,Charles Schwab Challenge
12,Lee Hodges,1.584,6.337,3.777,2.560,4,Charles Schwab Challenge
12,Chandler Phillips,1.584,6.337,2.886,3.451,4,Charles Schwab Challenge
12,J.T. Poston,1.584,6.337,2.584,3.753,4,Charles Schwab Challenge
12,Adam Scott,1.584,6.337,2.312,4.025,4,Charles Schwab Challenge
17,Christiaan Bezuidenhout,1.334,5.337,.826,4.511,4,Charles Schwab Challenge
17,Tony Finau,1.334,5.337,5.577,-.240,4,Charles Schwab Challenge
17,Tom Hoge,1.334,5.337,8.900,-3.563,4,Charles Schwab Challenge
17,Matt Kuchar,1.334,5.337,-1.576,6.913,4,Charles Schwab Challenge
17,Maverick McNealy,1.334,5.337,6.503,-1.166,4,Charles Schwab Challenge
17,Davis Thompson,1.334,5.337,5.410,-.073,4,Charles Schwab Challenge
17,Alejandro Tosti,1.334,5.337,5.964,-.627,4,Charles Schwab Challenge
24,Brian Harman,1.084,4.337,2.895,1.442,4,Charles Schwab Challenge
24,Billy Horschel,1.084,4.337,.999,3.338,4,Charles Schwab Challenge
24,Tom Kim,1.084,4.337,4.412,-.075,4,Charles Schwab Challenge
24,Min Woo Lee,1.084,4.337,3.093,1.244,4,Charles Schwab Challenge
24,Denny McCarthy,1.084,4.337,-1.106,5.443,4,Charles Schwab Challenge
24,Matt NeSmith,1.084,4.337,-.151,4.488,4,Charles Schwab Challenge
24,Adam Svensson,1.084,4.337,3.185,1.152,4,Charles Schwab Challenge
24,Kevin Tway,1.084,4.337,2.174,2.163,4,Charles Schwab Challenge
32,Ryan Fox,0.834,3.337,2.688,.649,4,Charles Schwab Challenge
32,K.H. Lee,0.834,3.337,-.942,4.279,4,Charles Schwab Challenge
32,Aaron Rai,0.834,3.337,7.941,-4.604,4,Charles Schwab Challenge
32,Justin Rose,0.834,3.337,7.380,-4.043,4,Charles Schwab Challenge
32,Ben Silverman,0.834,3.337,-1.350,4.687,4,Charles Schwab Challenge
37,Joseph Bramlett,0.584,2.337,-.028,2.365,4,Charles Schwab Challenge
37,Rickie Fowler,0.584,2.337,2.195,.142,4,Charles Schwab Challenge
37,Martin Laird,0.584,2.337,.975,1.362,4,Charles Schwab Challenge
37,Peter Malnati,0.584,2.337,-2.750,5.087,4,Charles Schwab Challenge
37,Ben Martin,0.584,2.337,4.080,-1.743,4,Charles Schwab Challenge
37,Keith Mitchell,0.584,2.337,2.635,-.298,4,Charles Schwab Challenge
37,C.T. Pan,0.584,2.337,2.016,.321,4,Charles Schwab Challenge
37,Jordan Spieth,0.584,2.337,5.252,-2.915,4,Charles Schwab Challenge
45,Daniel Berger,0.334,1.337,1.546,-.209,4,Charles Schwab Challenge
45,Zach Johnson,0.334,1.337,-1.279,2.616,4,Charles Schwab Challenge
45,Troy Merritt,0.334,1.337,3.457,-2.120,4,Charles Schwab Challenge
45,Patrick Rodgers,0.334,1.337,3.064,-1.727,4,Charles Schwab Challenge
45,Gary Woodland,0.334,1.337,-3.056,4.393,4,Charles Schwab Challenge
50,Doug Ghim,0.084,0.337,.098,.239,4,Charles Schwab Challenge
50,Charley Hoffman,0.084,0.337,3.995,-3.658,4,Charles Schwab Challenge
50,Victor Perez,0.084,0.337,-.423,.760,4,Charles Schwab Challenge
50,Webb Simpson,0.084,0.337,-.050,.387,4,Charles Schwab Challenge
50,Kevin Streelman,0.084,0.337,2.739,-2.402,4,Charles Schwab Challenge
50,Brendon Todd,0.084,0.337,-1.528,1.865,4,Charles Schwab Challenge
56,Joel Dahmen,-0.166,-0.663,3.287,-3.950,4,Charles Schwab Challenge
56,Cam Davis,-0.166,-0.663,-.837,.174,4,Charles Schwab Challenge
56,Thomas Detry,-0.166,-0.663,-2.399,1.736,4,Charles Schwab Challenge
56,Tyler Duncan,-0.166,-0.663,-1.798,1.135,4,Charles Schwab Challenge
56,Si Woo Kim,-0.166,-0.663,3.409,-4.072,4,Charles Schwab Challenge
61,Parker Coody,-0.416,-1.663,-1.002,-.661,4,Charles Schwab Challenge
61,S.H. Kim,-0.416,-1.663,-6.458,4.795,4,Charles Schwab Challenge
61,Kevin Yu,-0.416,-1.663,2.671,-4.334,4,Charles Schwab Challenge
64,Emiliano Grillo,-0.666,-2.663,-1.478,-1.185,4,Charles Schwab Challenge
65,Nick Hardy,-0.916,-3.663,-1.005,-2.658,4,Charles Schwab Challenge
65,Mark Hubbard,-0.916,-3.663,-3.888,.225,4,Charles Schwab Challenge
65,Kevin Kisner,-0.916,-3.663,-4.085,.422,4,Charles Schwab Challenge
65,Austin Smotherman,-0.916,-3.663,-3.414,-.249,4,Charles Schwab Challenge
69,Ryan Moore,-1.166,-4.663,-2.137,-2.526,4,Charles Schwab Challenge
70,Vincent Norrman,-1.416,-5.663,-1.630,-4.033,4,Charles Schwab Challenge
70,Callum Tarren,-1.416,-5.663,-2.042,-3.621,4,Charles Schwab Challenge
1,Xander Schauffele,4.534,18.135,13.475,4.661,4,PGA Championship
2,Bryson DeChambeau,4.284,17.135,13.170,3.966,4,PGA Championship
3,Viktor Hovland,3.784,15.135,12.578,2.558,4,PGA Championship
4,Thomas Detry,3.034,12.135,8.066,4.070,4,PGA Championship
4,Collin Morikawa,3.034,12.135,12.942,-.806,4,PGA Championship
6,Shane Lowry,2.784,11.135,2.021,9.115,4,PGA Championship
6,Justin Rose,2.784,11.135,3.566,7.570,4,PGA Championship
8,Billy Horschel,2.534,10.135,3.536,6.600,4,PGA Championship
8,Robert MacIntyre,2.534,10.135,6.588,3.548,4,PGA Championship
8,Scottie Scheffler,2.534,10.135,10.276,-.140,4,PGA Championship
8,Justin Thomas,2.534,10.135,13.628,-3.492,4,PGA Championship
12,Dean Burmester,2.284,9.135,9.392,-.256,4,PGA Championship
12,Lee Hodges,2.284,9.135,6.540,2.596,4,PGA Championship
12,Rory McIlroy,2.284,9.135,8.915,.221,4,PGA Championship
12,Taylor Moore,2.284,9.135,2.956,6.180,4,PGA Championship
12,Alex Noren,2.284,9.135,7.915,1.221,4,PGA Championship
12,Sahith Theegala,2.284,9.135,3.061,6.075,4,PGA Championship
18,Keegan Bradley,2.034,8.135,7.771,.365,4,PGA Championship
18,Austin Eckroat,2.034,8.135,2.214,5.922,4,PGA Championship
18,Harris English,2.034,8.135,.548,7.588,4,PGA Championship
18,Tony Finau,2.034,8.135,8.562,-.426,4,PGA Championship
18,Ryo Hisatsune,2.034,8.135,3.787,4.349,4,PGA Championship
23,Russell Henley,1.784,7.135,6.883,.253,4,PGA Championship
23,Tom Hoge,1.784,7.135,4.327,2.809,4,PGA Championship
23,Maverick McNealy,1.784,7.135,6.272,.864,4,PGA Championship
