rank,player,percent_fairways,fairways_hit,possible_fairways,tournament
1.0,Brian Harman,0.8571,48.0,56.0,The RSM Classic
1.0,Carson Young,0.8571,48.0,56.0,The RSM Classic
3.0,Luke Clanton,0.8393,47.0,56.0,The RSM Classic
3.0,Joel Dahmen,0.8393,47.0,56.0,The RSM Classic
3.0,Lee Hodges,0.8393,47.0,56.0,The RSM Classic
3.0,Mark Hubbard,0.8393,47.0,56.0,The RSM Classic
7.0,Ryo Hisatsune,0.8036,45.0,56.0,The RSM Classic
7.0,Kelly Kraft,0.8036,45.0,56.0,The RSM Classic
7.0,William McGirt,0.8036,45.0,56.0,The RSM Classic
7.0,Henrik Norlander,0.8036,45.0,56.0,The RSM Classic
7.0,Sam Stevens,0.8036,45.0,56.0,The RSM Classic
7.0,Davis Thompson,0.8036,45.0,56.0,The RSM Classic
13.0,Daniel Berger,0.7857,44.0,56.0,The RSM Classic
13.0,Doug Ghim,0.7857,44.0,56.0,The RSM Classic
15.0,Lanto Griffin,0.7679,43.0,56.0,The RSM Classic
15.0,Joe Highsmith,0.7679,43.0,56.0,The RSM Classic
15.0,Michael Kim,0.7679,43.0,56.0,The RSM Classic
18.0,Stewart Cink,0.75,42.0,56.0,The RSM Classic
18.0,Austin Eckroat,0.75,42.0,56.0,The RSM Classic
18.0,Patrick Fishburn,0.75,42.0,56.0,The RSM Classic
18.0,Taylor Moore,0.75,42.0,56.0,The RSM Classic
18.0,Paul Peterson,0.75,42.0,56.0,The RSM Classic
18.0,Adam Svensson,0.75,42.0,56.0,The RSM Classic
24.0,Marcus Byrd,0.7321,41.0,56.0,The RSM Classic
24.0,Lucas Glover,0.7321,41.0,56.0,The RSM Classic
24.0,Philip Knowles,0.7321,41.0,56.0,The RSM Classic
24.0,Russell Knox,0.7321,41.0,56.0,The RSM Classic
24.0,Chandler Phillips,0.7321,41.0,56.0,The RSM Classic
24.0,Patrick Rodgers,0.7321,41.0,56.0,The RSM Classic
24.0,Austin Smotherman,0.7321,41.0,56.0,The RSM Classic
24.0,Kevin Yu,0.7321,41.0,56.0,The RSM Classic
32.0,Ben Griffin,0.7143,40.0,56.0,The RSM Classic
32.0,Martin Laird,0.7143,40.0,56.0,The RSM Classic
32.0,Hayden Springer,0.7143,40.0,56.0,The RSM Classic
32.0,Kevin Tway,0.7143,40.0,56.0,The RSM Classic
36.0,Nico Echavarria,0.6964,39.0,56.0,The RSM Classic
36.0,Adam Hadwin,0.6964,39.0,56.0,The RSM Classic
36.0,Maverick McNealy,0.6964,39.0,56.0,The RSM Classic
36.0,Robby Shelton,0.6964,39.0,56.0,The RSM Classic
,Field Average,0.6804000000000001,,,The RSM Classic
40.0,Patton Kizzire,0.6786,38.0,56.0,The RSM Classic
40.0,Denny McCarthy,0.6786,38.0,56.0,The RSM Classic
40.0,Matt Wallace,0.6786,38.0,56.0,The RSM Classic
43.0,Jonathan Byrd,0.6607,37.0,56.0,The RSM Classic
43.0,Adrien Dumont de Chassart,0.6607,37.0,56.0,The RSM Classic
43.0,Harris English,0.6607,37.0,56.0,The RSM Classic
43.0,Steven Fisk,0.6607,37.0,56.0,The RSM Classic
43.0,Garrick Higgo,0.6607,37.0,56.0,The RSM Classic
43.0,S.H. Kim,0.6607,37.0,56.0,The RSM Classic
43.0,J.T. Poston,0.6607,37.0,56.0,The RSM Classic
50.0,Tyson Alexander,0.6429,36.0,56.0,The RSM Classic
51.0,Bud Cauley,0.625,35.0,56.0,The RSM Classic
51.0,Kevin Chappell,0.625,35.0,56.0,The RSM Classic
51.0,Will Gordon,0.625,35.0,56.0,The RSM Classic
51.0,Michael Thorbjornsen,0.625,35.0,56.0,The RSM Classic
55.0,S.Y. Noh,0.6071,34.0,56.0,The RSM Classic
55.0,Brandon Wu,0.6071,34.0,56.0,The RSM Classic
57.0,Andrew Novak,0.5893,33.0,56.0,The RSM Classic
57.0,Vince Whaley,0.5893,33.0,56.0,The RSM Classic
59.0,Ludvig Åberg,0.5714,32.0,56.0,The RSM Classic
59.0,Joseph Bramlett,0.5714,32.0,56.0,The RSM Classic
59.0,Callum Tarren,0.5714,32.0,56.0,The RSM Classic
62.0,Blake McShea,0.5536,31.0,56.0,The RSM Classic
62.0,Martin Trainer,0.5536,31.0,56.0,The RSM Classic
64.0,Eric Cole,0.5357,30.0,56.0,The RSM Classic
64.0,Mackenzie Hughes,0.5357,30.0,56.0,The RSM Classic
66.0,Jake Knapp,0.5179,29.0,56.0,The RSM Classic
66.0,Taylor Montgomery,0.5179,29.0,56.0,The RSM Classic
66.0,Adam Schenk,0.5179,29.0,56.0,The RSM Classic
69.0,Christo Lamprecht,0.4643,26.0,56.0,The RSM Classic
1.0,Ryan Moore,0.75,42.0,56.0,Butterfield Bermuda Championship
2.0,Pierceson Coody,0.6964,39.0,56.0,Butterfield Bermuda Championship
2.0,Ben Kohles,0.6964,39.0,56.0,Butterfield Bermuda Championship
2.0,William McGirt,0.6964,39.0,56.0,Butterfield Bermuda Championship
2.0,Sam Ryder,0.6964,39.0,56.0,Butterfield Bermuda Championship
6.0,Will Gordon,0.6786,38.0,56.0,Butterfield Bermuda Championship
6.0,Francesco Molinari,0.6786,38.0,56.0,Butterfield Bermuda Championship
8.0,Maverick McNealy,0.6607,37.0,56.0,Butterfield Bermuda Championship
9.0,Tyler Duncan,0.6429,36.0,56.0,Butterfield Bermuda Championship
9.0,David Lipsky,0.6429,36.0,56.0,Butterfield Bermuda Championship
9.0,Justin Lower,0.6429,36.0,56.0,Butterfield Bermuda Championship
9.0,Troy Merritt,0.6429,36.0,56.0,Butterfield Bermuda Championship
9.0,Austin Smotherman,0.6429,36.0,56.0,Butterfield Bermuda Championship
9.0,Carson Young,0.6429,36.0,56.0,Butterfield Bermuda Championship
15.0,Garrick Higgo,0.625,35.0,56.0,Butterfield Bermuda Championship
15.0,Andrew Novak,0.625,35.0,56.0,Butterfield Bermuda Championship
15.0,Greyson Sigg,0.625,35.0,56.0,Butterfield Bermuda Championship
15.0,Alex Smalley,0.625,35.0,56.0,Butterfield Bermuda Championship
15.0,Camilo Villegas,0.625,35.0,56.0,Butterfield Bermuda Championship
15.0,Vince Whaley,0.625,35.0,56.0,Butterfield Bermuda Championship
21.0,Hayden Buckley,0.6071,34.0,56.0,Butterfield Bermuda Championship
21.0,Rafael Campos,0.6071,34.0,56.0,Butterfield Bermuda Championship
21.0,Ben Griffin,0.6071,34.0,56.0,Butterfield Bermuda Championship
21.0,Chad Ramey,0.6071,34.0,56.0,Butterfield Bermuda Championship
21.0,Chez Reavie,0.6071,34.0,56.0,Butterfield Bermuda Championship
26.0,Egor Eroshenko,0.5893,33.0,56.0,Butterfield Bermuda Championship
26.0,Rico Hoey,0.5893,33.0,56.0,Butterfield Bermuda Championship
26.0,S.Y. Noh,0.5893,33.0,56.0,Butterfield Bermuda Championship
26.0,Sam Stevens,0.5893,33.0,56.0,Butterfield Bermuda Championship
26.0,Nick Watney,0.5893,33.0,56.0,Butterfield Bermuda Championship
26.0,Tom Whitney,0.5893,33.0,56.0,Butterfield Bermuda Championship
26.0,Norman Xiong,0.5893,33.0,56.0,Butterfield Bermuda Championship
33.0,Connor Jones,0.5714,32.0,56.0,Butterfield Bermuda Championship
33.0,S.H. Kim,0.5714,32.0,56.0,Butterfield Bermuda Championship
33.0,Richy Werenski,0.5714,32.0,56.0,Butterfield Bermuda Championship
36.0,Trace Crowe,0.5536,31.0,56.0,Butterfield Bermuda Championship
36.0,Nico Echavarria,0.5536,31.0,56.0,Butterfield Bermuda Championship
36.0,Lucas Glover,0.5536,31.0,56.0,Butterfield Bermuda Championship
36.0,Seamus Power,0.5536,31.0,56.0,Butterfield Bermuda Championship
36.0,Hayden Springer,0.5536,31.0,56.0,Butterfield Bermuda Championship
,Field Average,0.5484,,,Butterfield Bermuda Championship
41.0,Chris Baker,0.5357,30.0,56.0,Butterfield Bermuda Championship
41.0,Michael Kim,0.5357,30.0,56.0,Butterfield Bermuda Championship
41.0,Henrik Norlander,0.5357,30.0,56.0,Butterfield Bermuda Championship
41.0,Callum Tarren,0.5357,30.0,56.0,Butterfield Bermuda Championship
41.0,Dylan Wu,0.5357,30.0,56.0,Butterfield Bermuda Championship
46.0,Ryo Hisatsune,0.5179,29.0,56.0,Butterfield Bermuda Championship
46.0,Mackenzie Hughes,0.5179,29.0,56.0,Butterfield Bermuda Championship
46.0,Kevin Kisner,0.5179,29.0,56.0,Butterfield Bermuda Championship
46.0,Martin Laird,0.5179,29.0,56.0,Butterfield Bermuda Championship
46.0,Robby Shelton,0.5179,29.0,56.0,Butterfield Bermuda Championship
46.0,Ben Taylor,0.5179,29.0,56.0,Butterfield Bermuda Championship
46.0,Brendon Todd,0.5179,29.0,56.0,Butterfield Bermuda Championship
53.0,Aaron Baddeley,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,Daniel Berger,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,Ben Crane,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,Adrien Dumont de Chassart,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,Mark Hubbard,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,Russell Knox,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,Patrick Rodgers,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,Matti Schmid,0.5,28.0,56.0,Butterfield Bermuda Championship
53.0,David Skinns,0.5,28.0,56.0,Butterfield Bermuda Championship
62.0,Joseph Bramlett,0.48210000000000003,27.0,56.0,Butterfield Bermuda Championship
62.0,Wesley Bryan,0.48210000000000003,27.0,56.0,Butterfield Bermuda Championship
62.0,Kevin Chappell,0.48210000000000003,27.0,56.0,Butterfield Bermuda Championship
62.0,"Blaine Hale, Jr.",0.48210000000000003,27.0,56.0,Butterfield Bermuda Championship
66.0,Jacob Bridgeman,0.4643,26.0,56.0,Butterfield Bermuda Championship
66.0,Kevin Dougherty,0.4643,26.0,56.0,Butterfield Bermuda Championship
66.0,Lanto Griffin,0.4643,26.0,56.0,Butterfield Bermuda Championship
66.0,Robert Streb,0.4643,26.0,56.0,Butterfield Bermuda Championship
66.0,Carl Yuan,0.4643,26.0,56.0,Butterfield Bermuda Championship
71.0,Christo Lamprecht,0.4464,25.0,56.0,Butterfield Bermuda Championship
71.0,Brandon Wu,0.4464,25.0,56.0,Butterfield Bermuda Championship
73.0,Tyson Alexander,0.4107,23.0,56.0,Butterfield Bermuda Championship
74.0,Jhonattan Vegas,0.39289999999999997,22.0,56.0,Butterfield Bermuda Championship
75.0,Cody Gribble,0.3393,19.0,56.0,Butterfield Bermuda Championship
1.0,Nico Echavarria,0.9643,54.0,56.0,World Wide Technology Championship
1.0,Harris English,0.9643,54.0,56.0,World Wide Technology Championship
1.0,Joe Highsmith,0.9643,54.0,56.0,World Wide Technology Championship
1.0,Matt Kuchar,0.9643,54.0,56.0,World Wide Technology Championship
1.0,David Lipsky,0.9643,54.0,56.0,World Wide Technology Championship
1.0,David Skinns,0.9643,54.0,56.0,World Wide Technology Championship
1.0,Justin Suh,0.9643,54.0,56.0,World Wide Technology Championship
1.0,Danny Willett,0.9643,54.0,56.0,World Wide Technology Championship
9.0,"Blaine Hale, Jr.",0.9464,53.0,56.0,World Wide Technology Championship
9.0,Nate Lashley,0.9464,53.0,56.0,World Wide Technology Championship
9.0,Justin Lower,0.9464,53.0,56.0,World Wide Technology Championship
9.0,Sam Ryder,0.9464,53.0,56.0,World Wide Technology Championship
9.0,Brandon Wu,0.9464,53.0,56.0,World Wide Technology Championship
9.0,Carson Young,0.9464,53.0,56.0,World Wide Technology Championship
15.0,Patrick Fishburn,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Ryan Gerard,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Chesson Hadley,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Rico Hoey,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Tom Hoge,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Kelly Kraft,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Ryan McCormick,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Henrik Norlander,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Chandler Phillips,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Patrick Rodgers,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Alex Smalley,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Kevin Streelman,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Adam Svensson,0.9286,52.0,56.0,World Wide Technology Championship
15.0,Tom Whitney,0.9286,52.0,56.0,World Wide Technology Championship
29.0,Zach Bauchou,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Daniel Berger,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Zac Blair,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Ryan Brehm,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Jacob Bridgeman,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Joel Dahmen,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Austin Eckroat,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Martin Laird,0.9107,51.0,56.0,World Wide Technology Championship
29.0,Josh Teater,0.9107,51.0,56.0,World Wide Technology Championship
38.0,Tyson Alexander,0.8929,50.0,56.0,World Wide Technology Championship
38.0,Kevin Chappell,0.8929,50.0,56.0,World Wide Technology Championship
38.0,Ben Griffin,0.8929,50.0,56.0,World Wide Technology Championship
38.0,Harry Hall,0.8929,50.0,56.0,World Wide Technology Championship
38.0,Nick Hardy,0.8929,50.0,56.0,World Wide Technology Championship
38.0,Charley Hoffman,0.8929,50.0,56.0,World Wide Technology Championship
38.0,Beau Hossler,0.8929,50.0,56.0,World Wide Technology Championship
38.0,Michael Kim,0.8929,50.0,56.0,World Wide Technology Championship
,Field Average,0.8893000000000001,,,World Wide Technology Championship
46.0,Lucas Glover,0.875,49.0,56.0,World Wide Technology Championship
46.0,Max Greyserman,0.875,49.0,56.0,World Wide Technology Championship
46.0,Lanto Griffin,0.875,49.0,56.0,World Wide Technology Championship
46.0,Hayden Springer,0.875,49.0,56.0,World Wide Technology Championship
46.0,Sam Stevens,0.875,49.0,56.0,World Wide Technology Championship
46.0,Kevin Tway,0.875,49.0,56.0,World Wide Technology Championship
46.0,Dylan Wu,0.875,49.0,56.0,World Wide Technology Championship
53.0,Doug Ghim,0.8571,48.0,56.0,World Wide Technology Championship
53.0,Harry Higgs,0.8571,48.0,56.0,World Wide Technology Championship
53.0,S.Y. Noh,0.8571,48.0,56.0,World Wide Technology Championship
53.0,Chad Ramey,0.8571,48.0,56.0,World Wide Technology Championship
53.0,J.J. Spaun,0.8571,48.0,56.0,World Wide Technology Championship
53.0,Vince Whaley,0.8571,48.0,56.0,World Wide Technology Championship
59.0,Aaron Baddeley,0.8393,47.0,56.0,World Wide Technology Championship
59.0,Joseph Bramlett,0.8393,47.0,56.0,World Wide Technology Championship
59.0,Wesley Bryan,0.8393,47.0,56.0,World Wide Technology Championship
59.0,Garrick Higgo,0.8393,47.0,56.0,World Wide Technology Championship
59.0,Maverick McNealy,0.8393,47.0,56.0,World Wide Technology Championship
64.0,Luke List,0.8214,46.0,56.0,World Wide Technology Championship
64.0,Taylor Montgomery,0.8214,46.0,56.0,World Wide Technology Championship
64.0,Erik van Rooyen,0.8214,46.0,56.0,World Wide Technology Championship
67.0,Robby Shelton,0.8036,45.0,56.0,World Wide Technology Championship
1.0,C.T. Pan,0.7308,38.0,52.0,ZOZO CHAMPIONSHIP
2.0,Shugo Imahira,0.6923,36.0,52.0,ZOZO CHAMPIONSHIP
3.0,Takumi Kanaya,0.6731,35.0,52.0,ZOZO CHAMPIONSHIP
3.0,Yuto Katsuragawa,0.6731,35.0,52.0,ZOZO CHAMPIONSHIP
3.0,Seamus Power,0.6731,35.0,52.0,ZOZO CHAMPIONSHIP
3.0,Nick Taylor,0.6731,35.0,52.0,ZOZO CHAMPIONSHIP
7.0,Lee Hodges,0.6537999999999999,34.0,52.0,ZOZO CHAMPIONSHIP
7.0,Rico Hoey,0.6537999999999999,34.0,52.0,ZOZO CHAMPIONSHIP
7.0,Satoshi Kodaira,0.6537999999999999,34.0,52.0,ZOZO CHAMPIONSHIP
7.0,Adam Svensson,0.6537999999999999,34.0,52.0,ZOZO CHAMPIONSHIP
7.0,Kevin Yu,0.6537999999999999,34.0,52.0,ZOZO CHAMPIONSHIP
12.0,Kensei Hirata,0.6346,33.0,52.0,ZOZO CHAMPIONSHIP
12.0,Beau Hossler,0.6346,33.0,52.0,ZOZO CHAMPIONSHIP
12.0,Sungjae Im,0.6346,33.0,52.0,ZOZO CHAMPIONSHIP
12.0,Si Woo Kim,0.6346,33.0,52.0,ZOZO CHAMPIONSHIP
12.0,Luke List,0.6346,33.0,52.0,ZOZO CHAMPIONSHIP
12.0,J.J. Spaun,0.6346,33.0,52.0,ZOZO CHAMPIONSHIP
18.0,Nico Echavarria,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Rickie Fowler,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Doug Ghim,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Ben Griffin,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Max Homa,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Mark Hubbard,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Matt Kuchar,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Collin Morikawa,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Chandler Phillips,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Chad Ramey,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Sam Stevens,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
18.0,Gary Woodland,0.6154,32.0,52.0,ZOZO CHAMPIONSHIP
30.0,Joel Dahmen,0.5962,31.0,52.0,ZOZO CHAMPIONSHIP
30.0,Charley Hoffman,0.5962,31.0,52.0,ZOZO CHAMPIONSHIP
30.0,Ben Kohles,0.5962,31.0,52.0,ZOZO CHAMPIONSHIP
30.0,Yuta Sugiura,0.5962,31.0,52.0,ZOZO CHAMPIONSHIP
30.0,Ren Yonezawa,0.5962,31.0,52.0,ZOZO CHAMPIONSHIP
35.0,Chan Kim,0.5769,30.0,52.0,ZOZO CHAMPIONSHIP
35.0,Takashi Ogiso,0.5769,30.0,52.0,ZOZO CHAMPIONSHIP
35.0,Andrew Putnam,0.5769,30.0,52.0,ZOZO CHAMPIONSHIP
35.0,Ben Silverman,0.5769,30.0,52.0,ZOZO CHAMPIONSHIP
,Field Average,0.5599000000000001,,,ZOZO CHAMPIONSHIP
39.0,Harry Hall,0.5577000000000001,29.0,52.0,ZOZO CHAMPIONSHIP
39.0,Takahiro Hataji,0.5577000000000001,29.0,52.0,ZOZO CHAMPIONSHIP
39.0,Kurt Kitayama,0.5577000000000001,29.0,52.0,ZOZO CHAMPIONSHIP
39.0,Patrick Rodgers,0.5577000000000001,29.0,52.0,ZOZO CHAMPIONSHIP
39.0,Adam Schenk,0.5577000000000001,29.0,52.0,ZOZO CHAMPIONSHIP
39.0,Taisei Shimizu,0.5577000000000001,29.0,52.0,ZOZO CHAMPIONSHIP
45.0,Zac Blair,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Eric Cole,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Justin Lower,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Mac Meissner,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Taylor Moore,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Andrew Novak,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Victor Perez,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Justin Thomas,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
45.0,Carson Young,0.5385,28.0,52.0,ZOZO CHAMPIONSHIP
54.0,S.H. Kim,0.5192,27.0,52.0,ZOZO CHAMPIONSHIP
54.0,Ryosuke Kinoshita,0.5192,27.0,52.0,ZOZO CHAMPIONSHIP
54.0,Will Zalatoris,0.5192,27.0,52.0,ZOZO CHAMPIONSHIP
57.0,Ryan Fox,0.5,26.0,52.0,ZOZO CHAMPIONSHIP
57.0,Ryo Hisatsune,0.5,26.0,52.0,ZOZO CHAMPIONSHIP
57.0,K.H. Lee,0.5,26.0,52.0,ZOZO CHAMPIONSHIP
57.0,Davis Riley,0.5,26.0,52.0,ZOZO CHAMPIONSHIP
61.0,Max Greyserman,0.4808,25.0,52.0,ZOZO CHAMPIONSHIP
61.0,Ryo Ishikawa,0.4808,25.0,52.0,ZOZO CHAMPIONSHIP
61.0,Kaito Onishi,0.4808,25.0,52.0,ZOZO CHAMPIONSHIP
64.0,Patrick Fishburn,0.46149999999999997,24.0,52.0,ZOZO CHAMPIONSHIP
64.0,Xander Schauffele,0.46149999999999997,24.0,52.0,ZOZO CHAMPIONSHIP
64.0,Brendon Todd,0.46149999999999997,24.0,52.0,ZOZO CHAMPIONSHIP
67.0,Chris Gotterup,0.44229999999999997,23.0,52.0,ZOZO CHAMPIONSHIP
67.0,Tom Hoge,0.44229999999999997,23.0,52.0,ZOZO CHAMPIONSHIP
67.0,Naoyuki Kataoka,0.44229999999999997,23.0,52.0,ZOZO CHAMPIONSHIP
67.0,David Skinns,0.44229999999999997,23.0,52.0,ZOZO CHAMPIONSHIP
67.0,Sahith Theegala,0.44229999999999997,23.0,52.0,ZOZO CHAMPIONSHIP
67.0,Jhonattan Vegas,0.44229999999999997,23.0,52.0,ZOZO CHAMPIONSHIP
73.0,Nate Lashley,0.42310000000000003,22.0,52.0,ZOZO CHAMPIONSHIP
73.0,Hideki Matsuyama,0.42310000000000003,22.0,52.0,ZOZO CHAMPIONSHIP
75.0,Hiroshi Iwata,0.40380000000000005,21.0,52.0,ZOZO CHAMPIONSHIP
75.0,Sami Valimaki,0.40380000000000005,21.0,52.0,ZOZO CHAMPIONSHIP
77.0,Min Woo Lee,0.3654,19.0,52.0,ZOZO CHAMPIONSHIP
1.0,Taylor Pendrith,0.75,42.0,56.0,Shriners Children's Open
2.0,Doug Ghim,0.7321,41.0,56.0,Shriners Children's Open
2.0,Dan McCarthy,0.7321,41.0,56.0,Shriners Children's Open
4.0,Scott Piercy,0.7143,40.0,56.0,Shriners Children's Open
5.0,Joseph Bramlett,0.6964,39.0,56.0,Shriners Children's Open
6.0,Rickie Fowler,0.6786,38.0,56.0,Shriners Children's Open
6.0,Ian Gilligan,0.6786,38.0,56.0,Shriners Children's Open
6.0,Chad Ramey,0.6786,38.0,56.0,Shriners Children's Open
6.0,Matti Schmid,0.6786,38.0,56.0,Shriners Children's Open
6.0,Neal Shipley,0.6786,38.0,56.0,Shriners Children's Open
6.0,Greyson Sigg,0.6786,38.0,56.0,Shriners Children's Open
6.0,J.J. Spaun,0.6786,38.0,56.0,Shriners Children's Open
13.0,Bud Cauley,0.6607,37.0,56.0,Shriners Children's Open
13.0,Patrick Fishburn,0.6607,37.0,56.0,Shriners Children's Open
13.0,Lanto Griffin,0.6607,37.0,56.0,Shriners Children's Open
13.0,Rico Hoey,0.6607,37.0,56.0,Shriners Children's Open
13.0,Mark Hubbard,0.6607,37.0,56.0,Shriners Children's Open
13.0,Nate Lashley,0.6607,37.0,56.0,Shriners Children's Open
13.0,K.H. Lee,0.6607,37.0,56.0,Shriners Children's Open
13.0,Luke List,0.6607,37.0,56.0,Shriners Children's Open
13.0,Ryan Moore,0.6607,37.0,56.0,Shriners Children's Open
13.0,C.T. Pan,0.6607,37.0,56.0,Shriners Children's Open
23.0,Daniel Berger,0.6429,36.0,56.0,Shriners Children's Open
23.0,Chris Gotterup,0.6429,36.0,56.0,Shriners Children's Open
23.0,Michael Kim,0.6429,36.0,56.0,Shriners Children's Open
23.0,Taylor Moore,0.6429,36.0,56.0,Shriners Children's Open
23.0,Davis Thompson,0.6429,36.0,56.0,Shriners Children's Open
28.0,Jacob Bridgeman,0.625,35.0,56.0,Shriners Children's Open
28.0,Harris English,0.625,35.0,56.0,Shriners Children's Open
28.0,Ryan Fox,0.625,35.0,56.0,Shriners Children's Open
28.0,David Lipsky,0.625,35.0,56.0,Shriners Children's Open
28.0,Francesco Molinari,0.625,35.0,56.0,Shriners Children's Open
28.0,Gary Woodland,0.625,35.0,56.0,Shriners Children's Open
34.0,Kurt Kitayama,0.6071,34.0,56.0,Shriners Children's Open
34.0,Matt Kuchar,0.6071,34.0,56.0,Shriners Children's Open
34.0,Maverick McNealy,0.6071,34.0,56.0,Shriners Children's Open
34.0,J.T. Poston,0.6071,34.0,56.0,Shriners Children's Open
34.0,Andrew Putnam,0.6071,34.0,56.0,Shriners Children's Open
,Field Average,0.5896,,,Shriners Children's Open
39.0,Tyler Duncan,0.5893,33.0,56.0,Shriners Children's Open
39.0,Joe Highsmith,0.5893,33.0,56.0,Shriners Children's Open
39.0,S.H. Kim,0.5893,33.0,56.0,Shriners Children's Open
39.0,Ryan McCormick,0.5893,33.0,56.0,Shriners Children's Open
39.0,Nick Taylor,0.5893,33.0,56.0,Shriners Children's Open
39.0,Alejandro Tosti,0.5893,33.0,56.0,Shriners Children's Open
45.0,Pierceson Coody,0.5714,32.0,56.0,Shriners Children's Open
45.0,Ben Silverman,0.5714,32.0,56.0,Shriners Children's Open
45.0,Ben Taylor,0.5714,32.0,56.0,Shriners Children's Open
45.0,Jhonattan Vegas,0.5714,32.0,56.0,Shriners Children's Open
49.0,Beau Hossler,0.5536,31.0,56.0,Shriners Children's Open
49.0,Camilo Villegas,0.5536,31.0,56.0,Shriners Children's Open
51.0,Wilson Furr,0.5357,30.0,56.0,Shriners Children's Open
51.0,Garrick Higgo,0.5357,30.0,56.0,Shriners Children's Open
51.0,Alex Smalley,0.5357,30.0,56.0,Shriners Children's Open
54.0,Trace Crowe,0.5179,29.0,56.0,Shriners Children's Open
54.0,Austin Eckroat,0.5179,29.0,56.0,Shriners Children's Open
54.0,Nicolo Galletti,0.5179,29.0,56.0,Shriners Children's Open
54.0,Adam Schenk,0.5179,29.0,56.0,Shriners Children's Open
54.0,Sam Stevens,0.5179,29.0,56.0,Shriners Children's Open
54.0,Vince Whaley,0.5179,29.0,56.0,Shriners Children's Open
60.0,Davis Riley,0.5,28.0,56.0,Shriners Children's Open
61.0,Zac Blair,0.48210000000000003,27.0,56.0,Shriners Children's Open
62.0,Harry Hall,0.4643,26.0,56.0,Shriners Children's Open
62.0,David Skinns,0.4643,26.0,56.0,Shriners Children's Open
62.0,Justin Suh,0.4643,26.0,56.0,Shriners Children's Open
62.0,Norman Xiong,0.4643,26.0,56.0,Shriners Children's Open
66.0,Erik van Rooyen,0.4464,25.0,56.0,Shriners Children's Open
1.0,Joel Dahmen,0.9464,53.0,56.0,Black Desert Championship
1.0,Will Gordon,0.9464,53.0,56.0,Black Desert Championship
1.0,Chez Reavie,0.9464,53.0,56.0,Black Desert Championship
1.0,Kevin Streelman,0.9464,53.0,56.0,Black Desert Championship
5.0,Nick Hardy,0.9286,52.0,56.0,Black Desert Championship
5.0,Ben Kohles,0.9286,52.0,56.0,Black Desert Championship
5.0,Dylan Wu,0.9286,52.0,56.0,Black Desert Championship
8.0,Alexander Björk,0.9107,51.0,56.0,Black Desert Championship
8.0,Zac Blair,0.9107,51.0,56.0,Black Desert Championship
8.0,Cameron Champ,0.9107,51.0,56.0,Black Desert Championship
8.0,Lee Hodges,0.9107,51.0,56.0,Black Desert Championship
8.0,Chan Kim,0.9107,51.0,56.0,Black Desert Championship
