rank,player,total,total_sg_ott_avg,total_sg_apr_avg,total_sg_arg_avg,measured_rounds,tournament
60,Mackenzie Hughes,-1.116,-0.386,-0.844,0.114,4,RBC Heritage
61,Adam Svensson,-1.145,-0.474,-0.287,-0.384,4,RBC Heritage
62,Cameron Young,-1.167,-0.452,-0.608,-0.106,4,RBC Heritage
63,Peter Malnati,-1.317,0.004,-1.072,-0.248,4,RBC Heritage
64,Erik Barnes,-1.331,-0.645,-0.526,-0.160,4,RBC Heritage
65,Nick Dunlap,-1.613,-0.356,-1.783,0.526,4,RBC Heritage
66,Jake Knapp,-1.694,-0.738,0.427,-1.383,4,RBC Heritage
67,Gary Woodland,-1.985,-0.837,-0.300,-0.848,4,RBC Heritage
68,Emiliano Grillo,-2.135,-0.409,-0.662,-1.064,4,RBC Heritage
69,Kevin Kisner,-2.327,-1.531,-1.001,0.205,4,RBC Heritage
1,Akshay Bhatia,4.699,1.067,2.044,1.586,4,Valero Texas Open
2,Denny McCarthy,3.441,0.050,1.401,1.990,4,Valero Texas Open
3,Hideki Matsuyama,2.804,0.699,1.116,0.989,4,Valero Texas Open
4,Tommy Fleetwood,2.642,0.891,1.126,0.625,4,Valero Texas Open
5,Rory McIlroy,2.549,0.500,1.851,0.197,4,Valero Texas Open
6,Russell Henley,2.456,0.311,1.969,0.176,4,Valero Texas Open
7,Lucas Glover,2.196,0.006,1.644,0.545,4,Valero Texas Open
8,Kevin Yu,2.166,1.532,1.587,-0.954,4,Valero Texas Open
9,Alex Noren,2.065,-0.024,0.827,1.261,4,Valero Texas Open
10,Ludvig Åberg,2.037,1.566,1.060,-0.589,4,Valero Texas Open
11,Mac Meissner,2.019,0.534,0.336,1.148,4,Valero Texas Open
12,Thorbjørn Olesen,1.912,-0.396,0.931,1.377,4,Valero Texas Open
13,Corey Conners,1.826,-0.068,1.693,0.201,4,Valero Texas Open
14,Mark Hubbard,1.804,0.783,0.418,0.603,4,Valero Texas Open
15,Brendon Todd,1.711,-0.413,1.184,0.939,4,Valero Texas Open
16,Chan Kim,1.526,0.734,0.666,0.125,4,Valero Texas Open
17,Jordan Spieth,1.512,1.286,1.001,-0.775,4,Valero Texas Open
18,Ben Martin,1.472,0.588,0.589,0.295,4,Valero Texas Open
19,Austin Eckroat,1.468,0.761,1.294,-0.587,4,Valero Texas Open
20,Bronson Burgoon,1.377,0.683,0.575,0.119,4,Valero Texas Open
21,Tyler Duncan,1.376,0.425,0.153,0.798,4,Valero Texas Open
22,Keith Mitchell,1.192,1.519,0.305,-0.632,4,Valero Texas Open
23,Lanto Griffin,1.165,0.404,1.307,-0.546,4,Valero Texas Open
24,Nate Lashley,1.110,0.294,0.422,0.394,4,Valero Texas Open
25,Andrew Putnam,1.102,-0.132,1.320,-0.086,4,Valero Texas Open
26,Martin Laird,1.045,-0.097,1.222,-0.080,4,Valero Texas Open
27,Andrew Novak,1.031,-0.144,0.915,0.260,4,Valero Texas Open
28,Nick Hardy,1.022,0.720,0.806,-0.504,4,Valero Texas Open
29,Adam Schenk,0.974,0.183,0.691,0.099,4,Valero Texas Open
30,Rico Hoey,0.911,0.831,-0.017,0.097,4,Valero Texas Open
30,J.J. Spaun,0.911,1.108,0.141,-0.339,4,Valero Texas Open
32,Aaron Baddeley,0.910,-0.360,-0.006,1.275,4,Valero Texas Open
33,Peter Kuest,0.816,0.656,0.152,0.008,4,Valero Texas Open
34,Max Homa,0.801,0.473,0.154,0.173,4,Valero Texas Open
35,Sam Stevens,0.747,-0.196,-0.186,1.128,4,Valero Texas Open
36,Vincent Norrman,0.728,0.773,-0.186,0.140,4,Valero Texas Open
37,Matt Fitzpatrick,0.727,-0.228,0.122,0.832,4,Valero Texas Open
38,Ryan Moore,0.725,-0.045,0.223,0.546,4,Valero Texas Open
39,Kevin Chappell,0.712,-0.424,0.086,1.050,4,Valero Texas Open
40,Chez Reavie,0.642,0.366,-0.658,0.934,4,Valero Texas Open
41,Charley Hoffman,0.624,0.769,0.359,-0.504,4,Valero Texas Open
42,Adam Svensson,0.601,-0.387,1.237,-0.250,4,Valero Texas Open
43,Robby Shelton,0.531,-1.229,0.697,1.063,4,Valero Texas Open
44,C.T. Pan,0.500,-0.202,0.903,-0.202,4,Valero Texas Open
45,Ben Griffin,0.415,-0.162,0.192,0.385,4,Valero Texas Open
45,Collin Morikawa,0.415,0.587,-0.514,0.342,4,Valero Texas Open
47,Tyson Alexander,0.346,-0.052,0.207,0.191,4,Valero Texas Open
48,Maverick McNealy,0.335,0.657,0.394,-0.716,4,Valero Texas Open
49,Webb Simpson,0.312,0.840,-0.717,0.189,4,Valero Texas Open
50,Joe Highsmith,0.290,-0.386,0.096,0.579,4,Valero Texas Open
51,Nicolai Højgaard,0.260,0.892,1.046,-1.678,4,Valero Texas Open
52,Christiaan Bezuidenhout,0.251,0.371,-0.298,0.177,4,Valero Texas Open
53,Justin Lower,0.249,-0.370,0.610,0.009,4,Valero Texas Open
54,David Lipsky,0.104,0.474,-0.673,0.303,4,Valero Texas Open
54,Josh Teater,0.104,-0.844,0.309,0.639,4,Valero Texas Open
56,Ben Kohles,0.094,0.806,0.105,-0.818,4,Valero Texas Open
57,Dylan Wu,0.084,-0.426,0.535,-0.026,4,Valero Texas Open
58,Bud Cauley,0.032,0.032,-0.146,0.146,4,Valero Texas Open
59,Harry Hall,-0.009,-0.967,0.833,0.125,4,Valero Texas Open
60,Victor Perez,-0.037,0.175,0.423,-0.636,4,Valero Texas Open
61,Hayden Springer,-0.119,-0.214,-0.581,0.675,4,Valero Texas Open
62,Adam Scott,-0.251,0.444,-0.345,-0.350,4,Valero Texas Open
62,Vince Whaley,-0.251,-1.471,0.910,0.310,4,Valero Texas Open
64,Stewart Cink,-0.322,-0.245,-0.018,-0.059,4,Valero Texas Open
65,Matti Schmid,-0.394,-0.161,0.083,-0.317,4,Valero Texas Open
66,Aaron Rai,-0.411,-0.318,0.078,-0.172,4,Valero Texas Open
67,Davis Thompson,-0.419,0.080,-1.149,0.649,4,Valero Texas Open
68,Kevin Streelman,-0.424,0.389,-0.590,-0.224,4,Valero Texas Open
69,Alexander Björk,-0.432,-0.457,-0.889,0.913,4,Valero Texas Open
70,Ryo Hisatsune,-0.542,-0.513,-0.399,0.370,4,Valero Texas Open
71,Brian Harman,-0.582,0.562,-0.751,-0.393,4,Valero Texas Open
72,Parker Coody,-0.599,-0.174,-0.074,-0.351,4,Valero Texas Open
73,S.H. Kim,-0.619,-0.329,-0.024,-0.265,4,Valero Texas Open
74,Brandt Snedeker,-0.704,-0.307,-0.212,-0.185,4,Valero Texas Open
75,Garrick Higgo,-0.797,0.378,-0.716,-0.459,4,Valero Texas Open
76,Kevin Kisner,-0.918,-0.343,0.204,-0.780,4,Valero Texas Open
77,Tom Whitney,-1.132,0.471,-0.342,-1.261,4,Valero Texas Open
78,Carl Yuan,-1.255,-0.043,-0.417,-0.795,4,Valero Texas Open
79,Ben Silverman,-1.311,-0.569,-1.089,0.347,4,Valero Texas Open
80,Beau Hossler,-1.326,0.042,-1.484,0.115,4,Valero Texas Open
81,Pierceson Coody,-1.864,-0.470,-0.660,-0.734,4,Valero Texas Open
82,Ryan McCormick,-1.932,-1.988,-0.326,0.381,4,Valero Texas Open
1,Tony Finau,3.612,1.268,0.728,1.616,4,Texas Children's Houston Open
2,Gary Woodland,3.003,0.303,2.198,0.502,4,Texas Children's Houston Open
3,Scottie Scheffler,2.641,0.559,1.783,0.299,4,Texas Children's Houston Open
4,Si Woo Kim,2.243,0.320,0.807,1.116,4,Texas Children's Houston Open
5,Davis Riley,2.229,0.549,1.345,0.335,4,Texas Children's Houston Open
6,Mackenzie Hughes,1.846,0.403,0.784,0.659,4,Texas Children's Houston Open
7,Billy Horschel,1.835,0.655,0.296,0.883,4,Texas Children's Houston Open
8,Akshay Bhatia,1.820,0.216,1.981,-0.378,4,Texas Children's Houston Open
9,Sahith Theegala,1.721,1.063,0.749,-0.091,4,Texas Children's Houston Open
10,Victor Perez,1.613,0.112,0.814,0.686,4,Texas Children's Houston Open
11,Alejandro Tosti,1.609,0.830,0.647,0.132,4,Texas Children's Houston Open
12,Joe Highsmith,1.594,0.742,0.932,-0.080,4,Texas Children's Houston Open
13,Aaron Rai,1.583,0.334,1.003,0.245,4,Texas Children's Houston Open
14,Bud Cauley,1.571,0.049,1.176,0.346,4,Texas Children's Houston Open
15,Thomas Detry,1.564,0.683,0.206,0.676,4,Texas Children's Houston Open
16,Ryan Moore,1.513,0.128,1.158,0.227,4,Texas Children's Houston Open
17,Jacob Bridgeman,1.502,0.523,0.473,0.505,4,Texas Children's Houston Open
18,Stephan Jaeger,1.413,0.237,0.360,0.815,4,Texas Children's Houston Open
19,Jhonattan Vegas,1.370,0.256,0.618,0.495,4,Texas Children's Houston Open
20,Greyson Sigg,1.344,0.019,0.889,0.435,4,Texas Children's Houston Open
21,Chan Kim,1.341,0.539,0.957,-0.155,4,Texas Children's Houston Open
22,Taylor Moore,1.322,0.607,-0.488,1.202,4,Texas Children's Houston Open
23,Davis Thompson,1.313,0.687,-0.266,0.892,4,Texas Children's Houston Open
24,Kurt Kitayama,1.291,0.736,0.744,-0.189,4,Texas Children's Houston Open
25,Alex Noren,1.224,0.327,0.776,0.121,4,Texas Children's Houston Open
26,K.H. Lee,1.205,0.612,0.289,0.303,4,Texas Children's Houston Open
27,Max Greyserman,1.193,0.465,-0.175,0.902,4,Texas Children's Houston Open
28,Nate Lashley,1.091,0.086,0.761,0.244,4,Texas Children's Houston Open
29,Cam Davis,1.065,0.648,0.343,0.074,4,Texas Children's Houston Open
30,Nick Dunlap,1.049,0.181,0.659,0.208,4,Texas Children's Houston Open
31,Lanto Griffin,0.944,0.467,0.395,0.082,4,Texas Children's Houston Open
32,David Skinns,0.924,0.234,0.136,0.554,4,Texas Children's Houston Open
33,Daniel Berger,0.851,0.614,-0.102,0.339,4,Texas Children's Houston Open
34,Austin Cook,0.789,-0.430,0.449,0.770,4,Texas Children's Houston Open
35,Will Zalatoris,0.764,0.069,0.457,0.237,4,Texas Children's Houston Open
36,Matti Schmid,0.741,0.707,0.024,0.010,4,Texas Children's Houston Open
37,Sam Ryder,0.689,-0.378,1.350,-0.283,4,Texas Children's Houston Open
38,Justin Lower,0.587,0.050,0.452,0.084,4,Texas Children's Houston Open
39,Ben Griffin,0.584,-0.382,0.183,0.782,4,Texas Children's Houston Open
40,Chandler Phillips,0.575,-0.857,0.804,0.627,4,Texas Children's Houston Open
41,Adam Svensson,0.570,-0.566,1.093,0.043,4,Texas Children's Houston Open
42,Kevin Dougherty,0.530,1.031,0.209,-0.710,4,Texas Children's Houston Open
43,Wyndham Clark,0.472,1.076,-0.395,-0.209,4,Texas Children's Houston Open
44,Beau Hossler,0.419,-0.195,0.427,0.186,4,Texas Children's Houston Open
45,Andrew Novak,0.405,0.775,0.007,-0.378,4,Texas Children's Houston Open
46,Cameron Champ,0.347,1.342,-0.258,-0.737,4,Texas Children's Houston Open
47,Roger Sloan,0.344,-0.884,0.334,0.893,4,Texas Children's Houston Open
48,Mark Hubbard,0.339,-0.234,0.861,-0.288,4,Texas Children's Houston Open
49,Taylor Pendrith,0.338,0.293,0.181,-0.136,4,Texas Children's Houston Open
50,Garrick Higgo,0.281,-0.245,0.087,0.439,4,Texas Children's Houston Open
51,Tyson Alexander,0.235,-0.603,0.367,0.471,4,Texas Children's Houston Open
52,Chad Ramey,0.225,0.194,-0.180,0.212,4,Texas Children's Houston Open
53,Wilson Furr,0.202,0.000,0.432,-0.230,4,Texas Children's Houston Open
54,Tom Hoge,0.198,0.364,0.498,-0.664,4,Texas Children's Houston Open
55,Ryan Brehm,0.167,0.734,-0.428,-0.139,4,Texas Children's Houston Open
56,Martin Laird,0.150,-0.147,0.059,0.238,4,Texas Children's Houston Open
57,Erik Barnes,0.097,0.038,0.003,0.057,4,Texas Children's Houston Open
58,Scott Gutschewski,0.028,0.021,-0.059,0.067,4,Texas Children's Houston Open
59,Harry Hall,0.012,-0.174,-0.853,1.039,4,Texas Children's Houston Open
60,Peter Malnati,-0.029,-0.210,-0.272,0.453,4,Texas Children's Houston Open
61,Dylan Wu,-0.034,-0.569,0.481,0.054,4,Texas Children's Houston Open
62,Ben Silverman,-0.044,-0.449,0.127,0.278,4,Texas Children's Houston Open
63,S.H. Kim,-0.075,-0.097,0.134,-0.112,4,Texas Children's Houston Open
64,J.J. Spaun,-0.093,-0.720,1.551,-0.924,4,Texas Children's Houston Open
65,Pierceson Coody,-0.133,-0.034,0.534,-0.634,4,Texas Children's Houston Open
66,Adam Long,-0.253,-0.570,-0.219,0.537,4,Texas Children's Houston Open
67,Callum Tarren,-0.295,0.540,0.124,-0.959,4,Texas Children's Houston Open
68,Ryan Palmer,-0.309,0.091,-0.746,0.346,4,Texas Children's Houston Open
69,Michael Kim,-0.351,-0.217,0.022,-0.155,4,Texas Children's Houston Open
70,Joseph Bramlett,-0.378,0.181,-0.853,0.294,4,Texas Children's Houston Open
71,Patrick Rodgers,-0.575,0.407,-0.687,-0.295,4,Texas Children's Houston Open
72,Emilio Gonzalez,-0.651,-0.903,-0.336,0.588,4,Texas Children's Houston Open
73,Harrison Endycott,-0.704,-0.152,-0.263,-0.288,4,Texas Children's Houston Open
74,Sam Stevens,-0.731,0.331,-0.587,-0.475,4,Texas Children's Houston Open
75,Nick Hardy,-0.996,-0.273,-0.694,-0.029,4,Texas Children's Houston Open
76,Sam Bennett,-1.011,0.049,-1.321,0.261,4,Texas Children's Houston Open
77,Vincent Norrman,-1.051,-0.590,-0.361,-0.100,4,Texas Children's Houston Open
78,Ryan Fox,-1.075,-0.117,-0.618,-0.341,4,Texas Children's Houston Open
79,James Hahn,-1.360,-0.543,-0.512,-0.306,4,Texas Children's Houston Open
80,Chris Gotterup,-1.437,0.716,-1.426,-0.726,4,Texas Children's Houston Open
81,Aaron Baddeley,-1.730,-1.094,-0.917,0.281,4,Texas Children's Houston Open
82,Raul Pereda,-1.940,-1.336,0.038,-0.642,4,Texas Children's Houston Open
83,Adrien Dumont de Chassart,-2.297,-0.842,-0.753,-0.701,4,Texas Children's Houston Open
1,Ryan Moore,2.721,0.609,2.253,-0.142,4,Valspar Championship
2,Keith Mitchell,2.424,0.498,2.295,-0.369,4,Valspar Championship
3,Cameron Young,2.289,1.264,0.620,0.405,4,Valspar Championship
4,Carl Yuan,2.228,0.290,0.770,1.169,4,Valspar Championship
5,Xander Schauffele,2.060,0.825,0.477,0.759,4,Valspar Championship
6,Joseph Bramlett,2.048,-0.134,0.928,1.255,4,Valspar Championship
7,Adam Svensson,1.894,0.720,0.633,0.541,4,Valspar Championship
8,Taylor Moore,1.827,-0.374,1.387,0.814,4,Valspar Championship
9,Robby Shelton,1.797,-0.485,1.593,0.689,4,Valspar Championship
10,Lucas Glover,1.668,0.003,0.060,1.604,4,Valspar Championship
11,Scott Stallings,1.595,0.250,1.163,0.182,4,Valspar Championship
12,Kevin Streelman,1.460,0.153,1.068,0.238,4,Valspar Championship
13,Eric Cole,1.324,-0.399,1.316,0.406,4,Valspar Championship
14,Peter Malnati,1.297,0.894,0.614,-0.211,4,Valspar Championship
15,Joel Dahmen,1.286,0.463,2.032,-1.209,4,Valspar Championship
16,Kevin Roy,1.247,0.041,0.282,0.924,4,Valspar Championship
17,Billy Horschel,1.228,0.198,0.758,0.272,4,Valspar Championship
18,Webb Simpson,1.185,0.210,-0.187,1.162,4,Valspar Championship
19,Chandler Phillips,1.173,0.473,1.258,-0.558,4,Valspar Championship
20,Jorge Campillo,1.114,0.553,0.251,0.310,4,Valspar Championship
21,Andrew Novak,1.110,-0.265,1.274,0.102,4,Valspar Championship
22,Christiaan Bezuidenhout,1.088,0.061,0.567,0.460,4,Valspar Championship
23,Thomas Detry,1.082,0.623,0.529,-0.070,4,Valspar Championship
24,K.H. Lee,1.035,1.086,-0.377,0.326,4,Valspar Championship
25,Ryan Palmer,0.971,0.316,0.625,0.030,4,Valspar Championship
26,Chez Reavie,0.955,-0.414,1.238,0.132,4,Valspar Championship
27,Adam Hadwin,0.903,-0.173,0.253,0.822,4,Valspar Championship
28,Justin Thomas,0.867,-0.339,0.888,0.318,4,Valspar Championship
29,Matt Wallace,0.796,0.040,0.440,0.315,4,Valspar Championship
30,Ryo Hisatsune,0.764,0.620,0.000,0.143,4,Valspar Championship
31,Hayden Buckley,0.719,-0.041,0.096,0.664,4,Valspar Championship
32,Mac Meissner,0.670,0.043,0.527,0.099,4,Valspar Championship
33,Seamus Power,0.656,0.482,0.488,-0.315,4,Valspar Championship
34,Stewart Cink,0.610,-1.056,1.837,-0.172,4,Valspar Championship
35,Tom Whitney,0.603,0.732,-0.103,-0.026,4,Valspar Championship
36,Fred Biondi,0.579,0.612,-0.882,0.850,4,Valspar Championship
37,Lee Hodges,0.485,0.579,-0.190,0.097,4,Valspar Championship
38,Akshay Bhatia,0.478,0.375,-0.007,0.110,4,Valspar Championship
39,Max Greyserman,0.454,0.762,0.508,-0.816,4,Valspar Championship
40,Greyson Sigg,0.450,-0.121,-0.176,0.747,4,Valspar Championship
41,S.H. Kim,0.417,-0.347,0.053,0.711,4,Valspar Championship
42,Adam Schenk,0.404,0.272,-0.726,0.858,4,Valspar Championship
43,Harry Hall,0.397,0.028,-0.001,0.370,4,Valspar Championship
44,Maverick McNealy,0.330,0.692,-0.015,-0.347,4,Valspar Championship
45,Matti Schmid,0.326,0.797,-0.155,-0.316,4,Valspar Championship
46,Ben Martin,0.257,0.099,1.163,-1.005,4,Valspar Championship
47,Robert MacIntyre,0.249,0.053,0.254,-0.058,4,Valspar Championship
48,Mackenzie Hughes,0.233,-0.488,-0.001,0.722,4,Valspar Championship
49,Carson Young,0.201,0.411,-0.633,0.422,4,Valspar Championship
50,Aaron Baddeley,0.186,-0.903,0.244,0.845,4,Valspar Championship
51,Dylan Wu,0.183,-0.996,0.952,0.228,4,Valspar Championship
52,Ben Griffin,0.162,-0.310,0.034,0.438,4,Valspar Championship
53,Michael Kim,0.153,-0.396,0.550,-0.001,4,Valspar Championship
54,Brendon Todd,0.097,-0.275,0.412,-0.040,4,Valspar Championship
55,Roger Sloan,0.083,-0.164,-0.829,1.076,4,Valspar Championship
56,Nick Taylor,-0.028,0.260,0.548,-0.835,4,Valspar Championship
57,David Skinns,-0.067,-0.918,0.483,0.369,4,Valspar Championship
58,Doug Ghim,-0.099,0.604,-0.236,-0.467,4,Valspar Championship
59,Rico Hoey,-0.106,0.543,0.153,-0.802,4,Valspar Championship
60,Kevin Dougherty,-0.133,0.750,-0.098,-0.785,4,Valspar Championship
61,Justin Suh,-0.165,-0.678,0.252,0.260,4,Valspar Championship
62,Alejandro Tosti,-0.191,1.079,-0.488,-0.782,4,Valspar Championship
63,Sami Valimaki,-0.199,0.466,-0.273,-0.392,4,Valspar Championship
64,Parker Coody,-0.202,-0.232,1.073,-1.042,4,Valspar Championship
65,Chan Kim,-0.211,0.177,-0.446,0.059,4,Valspar Championship
66,Chris Gotterup,-0.484,0.294,-1.316,0.538,4,Valspar Championship
67,Sam Stevens,-0.631,0.252,-0.749,-0.133,4,Valspar Championship
68,Cameron Champ,-0.845,0.766,-0.377,-1.234,4,Valspar Championship
69,Hayden Springer,-0.884,-0.475,-1.232,0.823,4,Valspar Championship
70,Vince Whaley,-0.959,-0.671,-0.079,-0.209,4,Valspar Championship
71,Ryan Brehm,-1.101,-0.078,-0.694,-0.330,4,Valspar Championship
72,Norman Xiong,-1.146,0.397,-1.767,0.223,4,Valspar Championship
73,Matt Kuchar,-1.286,0.248,-1.839,0.306,4,Valspar Championship
74,Alexander Björk,-1.330,-0.332,-0.859,-0.139,4,Valspar Championship
75,Sam Ryder,-1.763,-0.569,-0.330,-0.864,4,Valspar Championship
76,Bronson Burgoon,-1.876,-0.263,-0.720,-0.893,4,Valspar Championship
77,Callum Tarren,-2.155,-0.271,-1.215,-0.669,4,Valspar Championship
1,Scottie Scheffler,3.975,1.619,1.582,0.770,4,THE PLAYERS Championship
2,Hideki Matsuyama,3.543,1.164,1.609,0.766,4,THE PLAYERS Championship
3,Joel Dahmen,3.255,1.023,1.280,0.948,4,THE PLAYERS Championship
4,Ludvig Åberg,3.089,1.019,1.440,0.626,4,THE PLAYERS Championship
5,Xander Schauffele,2.772,0.769,1.385,0.614,4,THE PLAYERS Championship
6,Mark Hubbard,2.636,0.092,2.060,0.480,4,THE PLAYERS Championship
7,Brian Harman,2.619,0.220,2.252,0.143,4,THE PLAYERS Championship
8,Wyndham Clark,2.507,0.468,1.396,0.639,4,THE PLAYERS Championship
9,Nate Lashley,2.222,-0.119,1.911,0.427,4,THE PLAYERS Championship
10,Sepp Straka,2.107,0.359,1.130,0.614,4,THE PLAYERS Championship
11,Mackenzie Hughes,2.092,1.076,0.215,0.798,4,THE PLAYERS Championship
12,Maverick McNealy,1.924,0.242,-0.296,1.974,4,THE PLAYERS Championship
13,C.T. Pan,1.919,0.055,1.427,0.433,4,THE PLAYERS Championship
14,Si Woo Kim,1.839,0.978,0.253,0.605,4,THE PLAYERS Championship
15,Shane Lowry,1.817,0.732,1.412,-0.331,4,THE PLAYERS Championship
16,Ryan Moore,1.761,0.127,1.520,0.111,4,THE PLAYERS Championship
17,Harris English,1.648,0.734,0.685,0.226,4,THE PLAYERS Championship
18,Adam Schenk,1.638,0.917,0.096,0.622,4,THE PLAYERS Championship
19,Christiaan Bezuidenhout,1.568,-0.267,1.744,0.087,4,THE PLAYERS Championship
20,Sungjae Im,1.539,1.092,-0.146,0.590,4,THE PLAYERS Championship
21,Chris Kirk,1.468,1.009,-0.360,0.815,4,THE PLAYERS Championship
22,Matt Fitzpatrick,1.458,0.964,1.102,-0.611,4,THE PLAYERS Championship
23,Corey Conners,1.437,0.928,0.739,-0.235,4,THE PLAYERS Championship
24,Matt NeSmith,1.326,0.829,0.482,0.012,4,THE PLAYERS Championship
25,Alex Noren,1.190,0.649,0.070,0.467,4,THE PLAYERS Championship
26,Taylor Moore,1.127,0.420,0.425,0.278,4,THE PLAYERS Championship
27,Kurt Kitayama,1.104,0.653,0.854,-0.406,4,THE PLAYERS Championship
28,Austin Eckroat,1.079,0.751,0.735,-0.161,4,THE PLAYERS Championship
29,Cameron Young,1.060,-0.341,1.689,-0.291,4,THE PLAYERS Championship
30,Dylan Wu,1.029,-0.286,1.012,0.300,4,THE PLAYERS Championship
31,Doug Ghim,1.020,0.074,0.365,0.579,4,THE PLAYERS Championship
32,Aaron Rai,0.992,0.572,0.666,-0.249,4,THE PLAYERS Championship
33,Matti Schmid,0.805,0.571,0.221,0.009,4,THE PLAYERS Championship
34,Andrew Putnam,0.794,-0.895,1.038,0.648,4,THE PLAYERS Championship
35,Grayson Murray,0.763,0.105,0.785,-0.131,4,THE PLAYERS Championship
36,Brice Garnett,0.727,0.937,-0.379,0.166,4,THE PLAYERS Championship
37,Collin Morikawa,0.661,0.778,-0.660,0.540,4,THE PLAYERS Championship
38,Sam Ryder,0.643,0.542,0.099,-0.001,4,THE PLAYERS Championship
39,Taylor Montgomery,0.632,-0.012,0.018,0.623,4,THE PLAYERS Championship
40,David Lipsky,0.548,-0.654,0.813,0.386,4,THE PLAYERS Championship
41,Rory McIlroy,0.508,-0.160,1.036,-0.372,4,THE PLAYERS Championship
42,Sahith Theegala,0.432,0.340,0.959,-0.870,4,THE PLAYERS Championship
43,Sam Burns,0.305,0.146,0.064,0.091,4,THE PLAYERS Championship
44,Nick Taylor,0.153,-0.172,1.091,-0.770,4,THE PLAYERS Championship
45,Emiliano Grillo,0.142,0.144,-0.176,0.171,4,THE PLAYERS Championship
46,Zac Blair,0.070,-0.836,0.744,0.159,4,THE PLAYERS Championship
47,Ben Martin,0.012,-0.485,0.649,-0.156,4,THE PLAYERS Championship
48,Sami Valimaki,0.003,-0.120,-0.998,1.117,4,THE PLAYERS Championship
49,J.T. Poston,-0.034,-0.634,0.242,0.354,4,THE PLAYERS Championship
50,Tony Finau,-0.038,-0.769,0.499,0.229,4,THE PLAYERS Championship
51,Jason Day,-0.049,-0.189,-0.444,0.582,4,THE PLAYERS Championship
52,Jimmy Stanger,-0.117,0.358,0.255,-0.734,4,THE PLAYERS Championship
53,Lee Hodges,-0.169,-0.124,0.145,-0.193,4,THE PLAYERS Championship
54,Keith Mitchell,-0.177,0.104,0.121,-0.405,4,THE PLAYERS Championship
55,Min Woo Lee,-0.204,0.835,-1.088,0.046,4,THE PLAYERS Championship
56,Denny McCarthy,-0.209,-0.359,-0.080,0.228,4,THE PLAYERS Championship
57,Gary Woodland,-0.306,0.211,-0.787,0.266,4,THE PLAYERS Championship
58,Tommy Fleetwood,-0.313,0.420,-0.835,0.098,4,THE PLAYERS Championship
59,Chan Kim,-0.353,-0.078,-0.226,-0.052,4,THE PLAYERS Championship
60,Tyler Duncan,-0.515,0.784,-0.602,-0.700,4,THE PLAYERS Championship
61,Seamus Power,-0.640,-0.805,0.454,-0.292,4,THE PLAYERS Championship
62,Viktor Hovland,-0.671,0.862,0.189,-1.725,4,THE PLAYERS Championship
63,Francesco Molinari,-0.706,-0.142,-0.214,-0.353,4,THE PLAYERS Championship
64,Jake Knapp,-0.723,-0.611,-0.282,0.167,4,THE PLAYERS Championship
65,Adam Scott,-0.766,0.196,-1.526,0.560,4,THE PLAYERS Championship
66,Patrick Cantlay,-0.974,0.242,-1.608,0.389,4,THE PLAYERS Championship
67,Max Homa,-1.176,-1.311,0.649,-0.518,4,THE PLAYERS Championship
68,Martin Laird,-1.204,-0.689,-1.094,0.575,4,THE PLAYERS Championship
69,J.J. Spaun,-1.423,-0.831,-0.676,0.081,4,THE PLAYERS Championship
70,Tom Hoge,-1.530,-2.129,1.279,-0.683,4,THE PLAYERS Championship
71,Rickie Fowler,-1.531,-1.076,-0.883,0.425,4,THE PLAYERS Championship
72,Peter Malnati,-1.628,-0.985,0.032,-0.679,4,THE PLAYERS Championship
73,Thomas Detry,-1.733,0.100,-0.613,-1.223,4,THE PLAYERS Championship
1,Scottie Scheffler,3.036,1.274,0.815,0.947,4,Arnold Palmer Invitational presented by Mastercard
2,Shane Lowry,2.458,0.759,1.034,0.664,4,Arnold Palmer Invitational presented by Mastercard
3,Tom Hoge,2.313,0.198,2.027,0.088,4,Arnold Palmer Invitational presented by Mastercard
4,Si Woo Kim,2.275,0.743,1.192,0.340,4,Arnold Palmer Invitational presented by Mastercard
5,Will Zalatoris,1.808,1.150,0.857,-0.199,4,Arnold Palmer Invitational presented by Mastercard
6,Wyndham Clark,1.652,0.987,0.702,-0.038,4,Arnold Palmer Invitational presented by Mastercard
7,Brian Harman,1.647,-0.054,1.383,0.319,4,Arnold Palmer Invitational presented by Mastercard
8,Andrew Putnam,1.523,-0.581,1.199,0.904,4,Arnold Palmer Invitational presented by Mastercard
9,Corey Conners,1.303,-0.047,1.497,-0.147,4,Arnold Palmer Invitational presented by Mastercard
10,Sahith Theegala,1.292,0.986,-0.372,0.678,4,Arnold Palmer Invitational presented by Mastercard
11,Byeong Hun An,1.277,0.831,0.083,0.363,4,Arnold Palmer Invitational presented by Mastercard
12,Justin Thomas,0.976,0.259,0.638,0.079,4,Arnold Palmer Invitational presented by Mastercard
13,Hideki Matsuyama,0.926,0.361,0.740,-0.175,4,Arnold Palmer Invitational presented by Mastercard
14,Lucas Glover,0.907,0.199,0.536,0.171,4,Arnold Palmer Invitational presented by Mastercard
15,Cameron Young,0.895,0.109,0.924,-0.139,4,Arnold Palmer Invitational presented by Mastercard
16,Sungjae Im,0.872,0.019,0.452,0.402,4,Arnold Palmer Invitational presented by Mastercard
17,Chris Kirk,0.804,0.467,-0.295,0.632,4,Arnold Palmer Invitational presented by Mastercard
18,Russell Henley,0.722,0.204,0.058,0.460,4,Arnold Palmer Invitational presented by Mastercard
